-- MergeSort test; numbers generated by: ReversedGenerator --
Size	Time		Stddev		Compare		Stddev		Swaps		Stddev
    0	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
    5	0,000000	0,000000	6,000000	0,000000	0,000000	0,000000
   10	0,000000	0,000000	17,000000	0,000000	0,000000	0,000000
   15	0,000000	0,000000	32,000000	0,000000	0,000000	0,000000
   20	0,000000	0,000000	44,000000	0,000000	0,000000	0,000000
   30	0,000000	0,000000	79,000000	0,000000	0,000000	0,000000
   40	0,000000	0,000000	108,000000	0,000000	0,000000	0,000000
   50	0,000000	0,000000	169,000000	0,000000	0,000000	0,000000
   60	0,000000	0,000000	188,000000	0,000000	0,000000	0,000000
   70	0,000000	0,000000	247,000000	0,000000	0,000000	0,000000
   80	0,000000	0,000000	256,000000	0,000000	0,000000	0,000000
  100	0,000000	0,000000	388,000000	0,000000	0,000000	0,000000
  150	0,000000	0,000000	593,000000	0,000000	0,000000	0,000000
  200	0,000000	0,000000	876,000000	0,000000	0,000000	0,000000
  250	0,000000	0,000000	1033,000000	0,000000	0,000000	0,000000
  500	0,000000	0,000000	2316,000000	0,000000	0,000000	0,000000
 1000	0,000000	0,000000	5132,000000	0,000000	0,000000	0,000000
 2000	0,000000	0,000000	11264,000000	0,000000	0,000000	0,000000
 5000	0,000000	0,000000	31876,000000	0,000000	0,000000	0,000000
10000	1,040000	0,280000	68752,000000	0,000000	0,000000	0,000000

---For LinkedLists: ---
Size	Time		Stddev		Compare		Stddev		Swaps		Stddev
    0	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
    5	0,000000	0,000000	6,000000	0,000000	0,000000	0,000000
   10	0,000000	0,000000	17,000000	0,000000	0,000000	0,000000
   15	0,000000	0,000000	32,000000	0,000000	0,000000	0,000000
   20	0,000000	0,000000	44,000000	0,000000	0,000000	0,000000
   30	0,000000	0,000000	79,000000	0,000000	0,000000	0,000000
   40	0,000000	0,000000	108,000000	0,000000	0,000000	0,000000
   50	0,000000	0,000000	169,000000	0,000000	0,000000	0,000000
   60	0,000000	0,000000	188,000000	0,000000	0,000000	0,000000
   70	0,000000	0,000000	247,000000	0,000000	0,000000	0,000000
   80	0,000000	0,000000	256,000000	0,000000	0,000000	0,000000
  100	0,000000	0,000000	388,000000	0,000000	0,000000	0,000000
  150	0,000000	0,000000	593,000000	0,000000	0,000000	0,000000
  200	0,000000	0,000000	876,000000	0,000000	0,000000	0,000000
  250	0,000000	0,000000	1033,000000	0,000000	0,000000	0,000000
  500	0,000000	0,000000	2316,000000	0,000000	0,000000	0,000000
 1000	0,000000	0,000000	5132,000000	0,000000	0,000000	0,000000
 2000	0,000000	0,000000	11264,000000	0,000000	0,000000	0,000000
 5000	0,000000	0,000000	31876,000000	0,000000	0,000000	0,000000
10000	1,020000	0,140000	68752,000000	0,000000	0,000000	0,000000
