-- MergeSort test; numbers generated by: OrderedGenerator --
Size	Time		Stddev		Compare		Stddev		Swaps		Stddev
    0	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
    5	0,000000	0,000000	8,000000	0,000000	0,000000	0,000000
   10	0,000000	0,000000	21,000000	0,000000	0,000000	0,000000
   15	0,000000	0,000000	39,000000	0,000000	0,000000	0,000000
   20	0,000000	0,000000	52,000000	0,000000	0,000000	0,000000
   30	0,000000	0,000000	93,000000	0,000000	0,000000	0,000000
   40	0,000000	0,000000	124,000000	0,000000	0,000000	0,000000
   50	0,000000	0,000000	161,000000	0,000000	0,000000	0,000000
   60	0,000000	0,000000	216,000000	0,000000	0,000000	0,000000
   70	0,000000	0,000000	249,000000	0,000000	0,000000	0,000000
   80	0,000000	0,000000	288,000000	0,000000	0,000000	0,000000
  100	0,000000	0,000000	372,000000	0,000000	0,000000	0,000000
  150	0,000000	0,000000	645,000000	0,000000	0,000000	0,000000
  200	0,000000	0,000000	844,000000	0,000000	0,000000	0,000000
  300	0,000000	0,000000	1440,000000	0,000000	0,000000	0,000000
  400	0,020000	0,140000	1888,000000	0,000000	0,000000	0,000000
  500	0,000000	0,000000	2660,000000	0,000000	0,000000	0,000000
  600	0,000000	0,000000	3180,000000	0,000000	0,000000	0,000000
  750	0,000000	0,000000	4377,000000	0,000000	0,000000	0,000000
 1000	0,000000	0,000000	5820,000000	0,000000	0,000000	0,000000

---For LinkedLists: ---
Size	Time		Stddev		Compare		Stddev		Swaps		Stddev
    0	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
    5	0,000000	0,000000	8,000000	0,000000	0,000000	0,000000
   10	0,000000	0,000000	21,000000	0,000000	0,000000	0,000000
   15	0,000000	0,000000	39,000000	0,000000	0,000000	0,000000
   20	0,000000	0,000000	52,000000	0,000000	0,000000	0,000000
   30	0,000000	0,000000	93,000000	0,000000	0,000000	0,000000
   40	0,000000	0,000000	124,000000	0,000000	0,000000	0,000000
   50	0,000000	0,000000	161,000000	0,000000	0,000000	0,000000
   60	0,000000	0,000000	216,000000	0,000000	0,000000	0,000000
   70	0,000000	0,000000	249,000000	0,000000	0,000000	0,000000
   80	0,000000	0,000000	288,000000	0,000000	0,000000	0,000000
  100	0,000000	0,000000	372,000000	0,000000	0,000000	0,000000
  150	0,000000	0,000000	645,000000	0,000000	0,000000	0,000000
  200	0,000000	0,000000	844,000000	0,000000	0,000000	0,000000
  300	0,020000	0,140000	1440,000000	0,000000	0,000000	0,000000
  400	0,000000	0,000000	1888,000000	0,000000	0,000000	0,000000
  500	0,000000	0,000000	2660,000000	0,000000	0,000000	0,000000
  600	0,000000	0,000000	3180,000000	0,000000	0,000000	0,000000
  750	0,000000	0,000000	4377,000000	0,000000	0,000000	0,000000
 1000	0,000000	0,000000	5820,000000	0,000000	0,000000	0,000000
